statement	isMetaphor	source	language	row_id
Seine Hoffnungen auf Gesundheit hatte der Kranke längst aufgegeben.	0	COMETA	DE	COMETA:90
Endlich war Ruhe zwischen den Streitenden.	0	COMETA	DE	COMETA:91
Die Worte ihres Freundes waren sehr schlimm für die junge Frau.	0	COMETA	DE	COMETA:92
Gestern Abend wurde Renate von einem widerlichen Mann angesprochen.	0	COMETA	DE	COMETA:93
Diesen Sonntag duellieren sich die Kanzlerkandidaten im Fernsehen.	1	COMETA	DE	COMETA:94
Das Thema des Matheunterrichts ist schwierig.	0	COMETA	DE	COMETA:95
Meine Großeltern hatten ein wirklich schwieriges Leben.	0	COMETA	DE	COMETA:96
Die Gespräche über seine Kindheit waren schlimm für ihn.	0	COMETA	DE	COMETA:97
Endlich war Waffenstillstand zwischen den Streitenden.	1	COMETA	DE	COMETA:99
Dieses Kind ist echt eine Klette.	1	COMETA	DE	COMETA:100
Gerds Versicherung schickte ihm eine hohe Rechnung.	0	COMETA	DE	COMETA:102
Das war heute eine bittere Enttäuschung für meinen Vater.	1	COMETA	DE	COMETA:103
Karsten hörte ständig er habe nichts in der Birne.	1	COMETA	DE	COMETA:104
Die berühmte Arie wurde von der Sängerin heute wirklich wundervoll interpretiert!	0	COMETA	DE	COMETA:105
Der Stoff des Matheunterrichts ist schwierig.	1	COMETA	DE	COMETA:106
Wegen ihres intensiven Geschmacks werden Oliven von vielen geliebt.	0	COMETA	DE	COMETA:108
Dieser junge Mann lässt sich nicht beeinflussen.	0	COMETA	DE	COMETA:109
Eine Tänzerin verwickelte den Theaterchef in eine Affäre.	1	COMETA	DE	COMETA:113
In einem Kurs vertieft Nadine ihre Lateinkenntnisse.	1	COMETA	DE	COMETA:115
Das war eine unglaublich oberflächliche Reaktion von ihr.	1	COMETA	DE	COMETA:117
Die Beerdigung ihrer Mutter riss alte Wunden wieder auf.	1	COMETA	DE	COMETA:118
Die Party ist im Stripclub. Die Stripper sind sexy.	0	MIST	DE	MIST:0
Sie bemerkt jede Änderung. Sie ist aufmerksam.	0	MIST	DE	MIST:1
Das Konzert ist morgen. Sie sind schon ganz aufgekratzt.	1	MIST	DE	MIST:2
Gestern war sein Test. Die Note erwartet er aufgeregt.	0	MIST	DE	MIST:3
Ihr ist viel widerfahren. Man merkt ihre Bitterkeit.	1	MIST	DE	MIST:4
Sie sind schon lange Rivalen. Ihr Umgang ist frostig.	1	MIST	DE	MIST:6
Der Fehler war schlimm. Für ihre Zukunft ist sie pessimistisch.	0	MIST	DE	MIST:7
Es gab eine große Feier. Das Programm war bunt. 	1	MIST	DE	MIST:8
Er soll sie in Ruhe lassen. Er ist unangenehm.	0	MIST	DE	MIST:9
Sie ist der Star. Ihre Persönlichkeit ist schillernd.	1	MIST	DE	MIST:10
Sie tranken eine Flasche Sekt. Danach waren sie betrunken.	0	MIST	DE	MIST:11
Der Film war traurig und schön. Alle waren berührt.	1	MIST	DE	MIST:12
Sie ist selten fröhlich. Ihr Leben ist voller Traurigkeit.	0	MIST	DE	MIST:13
Die Geschichte ist schön. Das Ende ist zum dahinschmelzen.	1	MIST	DE	MIST:14
Sie tranken beide zwei Flaschen Wein. Jetzt sind sie betrunken.	0	MIST	DE	MIST:17
Sie sind zerstritten. Er begegnet ihr nur mit Teilnahmslosigkeit.	0	MIST	DE	MIST:18
Seine Firma ist pleite. Die Lage ist aussichtslos.	1	MIST	DE	MIST:19
Er schaut keinen beim Reden an. Dadurch wirkt er unfreundlich.	0	MIST	DE	MIST:21
Er ist Investmentbanker. Für Geld hat er ein Näschen.	1	MIST	DE	MIST:23
Dies ist sein erstes Date seit langem. Er ist unruhig.	1	MIST	DE	MIST:24
Das Thema ist ihre Leidenschaft. Sie glüht dafür.	1	MIST	DE	MIST:25
Sie ist schnell beleidigt. Bei ihr benötigt man Einfühlungsvermögen. 	0	MIST	DE	MIST:26
Man merkt ihr junges Alter. Sie ist noch unerfahren. 	0	MIST	DE	MIST:27
Er hat eine kleine Katze. Sie ist goldig.	1	MIST	DE	MIST:29
Man merkt ihr junges Alter. Sie ist noch grün hinter den Ohren.	1	MIST	DE	MIST:31
Sie haben eine Affäre. Die Nacht war feurig.	1	MIST	DE	MIST:32
Er wusste nicht viel. Daher galt er nicht als intelligent.	0	MIST	DE	MIST:33
Teamarbeit ist gefragt. Dafür müssen sie sich grün sein.	1	MIST	DE	MIST:34
Er zeigt kein Interesse an ihr. Das kümmert sie nicht.	0	MIST	DE	MIST:35
Sie war öfters ängstlich. Sie witterte die Gefahr.	1	MIST	DE	MIST:36
Selten hat er mal richtig Spaß. Er ist echt ein Sauertopf.	1	MIST	DE	MIST:37
Sie langweilt sich nie. Ihr Leben hat genug Würze.	1	MIST	DE	MIST:38
Niemand ist bei ihr willkommen. Auf andere wirkt sie kalt.	1	MIST	DE	MIST:39
Die Theorie war gut durchdacht. So fand sie schnell Anklang.	1	MIST	DE	MIST:40
Alle schauen auf sie. Sie hat eine tolle Präsenz.	0	MIST	DE	MIST:41
Ihr Wesen ist sehr aufbrausend. Sie hat Pfeffer.	1	MIST	DE	MIST:42
Sie bezahlte sehr wenig. Der Deal erschien ihr zwielichtig.	1	MIST	DE	MIST:43
Sie sind frisch verliebt. Er findet alles besser als es eigentlich ist. 	0	MIST	DE	MIST:44
Sie arbeitet nur. Ihr Leben ist eher fad.	1	MIST	DE	MIST:45
Sie gab ihm Tipps. Die Ratschläge waren super.	0	MIST	DE	MIST:46
Sie ist immer nett. Jedem zeigt sie ihre Wärme.	1	MIST	DE	MIST:47
Es war ein dummer Vorwurf. Ihre Antwort war spöttisch.	0	MIST	DE	MIST:48
Er ist ein toller Mann. Sie war schon lange verknallt.	1	MIST	DE	MIST:49
Sie bricht schnell in Tränen aus. Ihr Wesen ist sensibel.	0	MIST	DE	MIST:50
Sie wusste nicht Bescheid. Daher fragte sie ins Blaue.	1	MIST	DE	MIST:51
Bei Krimis kennt er die Mörder. Das verdankt er seinem Instinkt.	0	MIST	DE	MIST:53
Sie stieg in das fremde Auto. Das war blauäugig.	1	MIST	DE	MIST:55
Sie haben eine Affäre. Die Nacht war leidenschaftlich.	0	MIST	DE	MIST:57
Den Vorwurf ließ er sich nicht machen. Er wurde stinkig.	1	MIST	DE	MIST:58
Jeder an der Uni kennt ihn. Er ist ein lauter Mensch.	1	MIST	DE	MIST:59
Die Bemerkung war gemein. Da war die Stimmung versalzen.	1	MIST	DE	MIST:60
Er denkt an die Vergangenheit. Das Gefühl ist bittersüß.	1	MIST	DE	MIST:62
Ihr Vorschlag gefällt niemandem. Die Kritik war heftig. 	0	MIST	DE	MIST:64
Die Bemerkung war gemein. Da war die Stimmung vermiest.	0	MIST	DE	MIST:67
Ihr Freund ist Südländer. Man sagt er sei heißblütig.	1	MIST	DE	MIST:68
Der Film war traurig und schön. Alle waren emotional.	0	MIST	DE	MIST:70
Nach außen wirkt sie streng. Doch ihr Inneres ist sanftmütig.	0	MIST	DE	MIST:71
Sie gründet eine Gang. Ihre Spielchen waren faul.	1	MIST	DE	MIST:72
Sie verpassten knapp das Finale. Jetzt ist sie miesgelaunt.	0	MIST	DE	MIST:75
Bei Krimis kennt er die Mörder. Das verdankt er seinem Riecher.	1	MIST	DE	MIST:76
Er liebt Motoren. Sein neues Auto ist echt super.	0	MIST	DE	MIST:77
Sie kümmert sich täglich um kranke Kinder. Sie ist gutmütig.	0	MIST	DE	MIST:78
Jeder ist bei ihm willkommen. Er ist sehr freundlich.	0	MIST	DE	MIST:79
Er hat jetzt seinen Traumjob. Die Zukunft wird rosig.	1	MIST	DE	MIST:80
Sie bricht schnell in Tränen aus. Ihr Wesen ist zart.	1	MIST	DE	MIST:81
Im letzten Urlaub ging vieles schief. Das war nervig.	0	MIST	DE	MIST:82
Sie haben sich arg gestritten. Jetzt herrscht dicke Luft.	1	MIST	DE	MIST:83
Das Buch kam nicht gut an. Die Geschichte war langweilig.	0	MIST	DE	MIST:84
Endlich naht der Frühling. Die Liebe ist zu spüren.	0	MIST	DE	MIST:85
Sie zweifelten noch sehr. Die Sache war nicht einleuchtend.	1	MIST	DE	MIST:86
Die Mitarbeiter sind glücklich. Im Büro herrscht Harmonie. 	1	MIST	DE	MIST:87
Die Frau hat ein Baby bekommen. Es ist süß.	1	MIST	DE	MIST:88
Ihr Team hat heute verloren. Es ist ein schlechter Tag.	0	MIST	DE	MIST:89
Sie verließ ihn. Seine Fehler wurden ihm nun bewusst.	0	MIST	DE	MIST:90
Sie kamen sich langsam näher. Man spürte das Knistern.	1	MIST	DE	MIST:91
Sie lud sie alle auf ein Eis ein. Das war dufte.	1	MIST	DE	MIST:92
Die Schülerin will mehr Freizeit. Sie findet Hausaufgaben stinken.	1	MIST	DE	MIST:93
Sie tranken beide zwei Flaschen Wein. Jetzt sind sie blau.	1	MIST	DE	MIST:95
Viele alte Menschen sind einsam. Deshalb sind sie verbittert.	1	MIST	DE	MIST:97
Der Fehler war schlimm. Für ihre Zukunft sieht sie schwarz.	1	MIST	DE	MIST:98
Sie hat an sich gearbeitet. Nun ist sie mit sich selbst im Einklang.	1	MIST	DE	MIST:99
Sie kennen sich schon lange. Deshalb kommen sie gut zusammen aus.	0	MIST	DE	MIST:100
Sie verlor wegen eines Formfehlers. Das wird ihr stinken.	1	MIST	DE	MIST:101
Heute ist ein super Tag. Er fühlt sich fantastisch.	0	MIST	DE	MIST:102
Sie hatten auf nichts Lust. Ihre Tage waren trist.	0	MIST	DE	MIST:103
Sie tranken eine Flasche Sekt. Danach waren sie berauscht.	1	MIST	DE	MIST:104
Sie holten den ersten Platz. Die Leistung war großartig.	0	MIST	DE	MIST:105
Das Buch kam nicht gut an. Die Geschichte war eintönig. 	1	MIST	DE	MIST:106
Sie hat zu wenig gelernt. Im Test hat sie keinen Dunst.	1	MIST	DE	MIST:107
Die Wahl war manipuliert. Die Nachricht sorgt für Aufregung.	0	MIST	DE	MIST:108
Ihr Sohn hatte keine Manieren. Er war sehr vorlaut.	1	MIST	DE	MIST:110
Gefühle zeigt sie nicht. Für andere wirkt sie rau.	1	MIST	DE	MIST:111
Sie erkennt die Stimmung anderer. Sie ist einfühlsam.	0	MIST	DE	MIST:113
Sie trafen sich nach langer Zeit. Da war noch ein Funke .	1	MIST	DE	MIST:114
Sein neues Buch war ein Flop. Es war einfach nicht sehr gut.	0	MIST	DE	MIST:116
Alle schauen auf sie. Sie hat eine tolle Ausstrahlung.	1	MIST	DE	MIST:117
Er ist ihr sympathisch. Sie kann ihn gut leiden.	0	MIST	DE	MIST:118
Er wird morgen aus der Haft entlassen. Es duftet nach Freiheit.	1	MIST	DE	MIST:119
Heute ist ein super Tag. Er fühlt sich blendend.	1	MIST	DE	MIST:120
Sie sind nicht einer Meinung. Der Streit wird emotional.	0	MIST	DE	MIST:121
Die Party ist im Stripclub. Die Stripper sind heiß.	1	MIST	DE	MIST:122
Er macht alles was sie sagt. Er ist ihr ergeben.	0	MIST	DE	MIST:123
Sie haben sich arg gestritten. Jetzt herrscht Verärgerung.	0	MIST	DE	MIST:124
Sie verpassten knapp das Finale. Jetzt ist sie verstimmt.	1	MIST	DE	MIST:125
Seine Firma ist pleite. Die Lage ist hoffnungslos.	0	MIST	DE	MIST:126
Das Problem besteht noch immer. Es fehlt ihr die Erleuchtung. 	1	MIST	DE	MIST:127
Seit der Trennung bleibt er im Bett. Er fühlt sich gammelig.	1	MIST	DE	MIST:128
Er hat eine kleine Katze. Sie ist niedlich.	0	MIST	DE	MIST:129
Er freut sich auf das Date. Da kommt seine neue Geliebte.	0	MIST	DE	MIST:130
Das Gespräch dauerte lange. Sie fand es langweilig.	0	MIST	DE	MIST:131
Ihr Team hat heute verloren. Es ist ein schwarzer Tag.	1	MIST	DE	MIST:132
Die Sitzung dauerte ewig. Das Ganze war schal.	1	MIST	DE	MIST:133
Er zeigt kein Interesse an ihr. Das kratzt sie nicht.	1	MIST	DE	MIST:134
Er ist Investmentbanker. Für Geld hat er einen Sinn.	0	MIST	DE	MIST:135
Die Familie ist zerstritten. Die Zeiten sind freudlos.	0	MIST	DE	MIST:136
Sie tanzte bis tief in die Nacht. Sie war in Ekstase.	0	MIST	DE	MIST:137
Es wurde viel gelacht. Der Abend war lustig.	0	MIST	DE	MIST:139
Die Bedeutung war ihm fremd. Er hatte keine Ahnung.	0	MIST	DE	MIST:140
Etwas geht da vor sich. Die Situation ist verdächtig.	0	MIST	DE	MIST:141
Er braucht Aggressionstraining. Häufig verliert er die Kontrolle.	0	MIST	DE	MIST:142
Er schreibt einen bösen Brief. Den Ärger kann er erahnen.	0	MIST	DE	MIST:143
Die Trennung ist jetzt lange her. Seine Stimmung wird besser.	0	MIST	DE	MIST:144
Das Publikum war enttäuscht. Der Vortrag war farblos.	1	MIST	DE	MIST:145
Er ist ein verurteilter Mörder. Er ist mitleidslos.	0	MIST	DE	MIST:146
Sie folgt selten einer Anweisung. Sie ist kratzbürstig. 	1	MIST	DE	MIST:147
Sie kamen sich langsam näher. Man spürte die Aufregung.	0	MIST	DE	MIST:148
Sie fasste neuen Mut. Sie hatte genug von der Schwarzmalerei.	1	MIST	DE	MIST:149
Viele alte Menschen sind einsam. Deshalb sind sie missmutig.	0	MIST	DE	MIST:150
Dieser Mann ist gefährlich. Sein Blick wirkt finster.	1	MIST	DE	MIST:151
Er ist kein einfacher Mensch. Sein Charakter ist kantig.	1	MIST	DE	MIST:152
In ihren Augen macht er nie was falsch. Sie ist verblendet.	1	MIST	DE	MIST:153
Das Kind schummelt gern. Spiele enden oft im Streit.	0	MIST	DE	MIST:155
Gestern war sein Test. Die Note erwartet er fieberhaft.	1	MIST	DE	MIST:156
Die Trennung ist jetzt lange her. Seine Stimmung wird heller.	1	MIST	DE	MIST:157
Er hat ihr wehgetan. Nun zeigt er sich zerknirscht.	1	MIST	DE	MIST:158
Dies ist sein erstes Date seit langem. Er ist nervös.	0	MIST	DE	MIST:160
Sie kann ihm nicht wirklich vertrauen. Er wirkt verlogen.	0	MIST	DE	MIST:161
Die Frau hat ein Baby bekommen. Es ist niedlich.	0	MIST	DE	MIST:163
Sie hat wenig geschlafen. Daher ist sie muffelig.	1	MIST	DE	MIST:164
Sie hat viel durchgemacht. Dadurch wurde sie eiskalt.	1	MIST	DE	MIST:165
Etwas stimmt hier nicht. Die ganze Sache ist verdächtig.	0	MIST	DE	MIST:166
Er ist Kommissar. Er ist bekannt für sein Gespür.	0	MIST	DE	MIST:168
Sein neues Buch war ein Flop. Es war einfach nicht das Gelbe vom Ei.	1	MIST	DE	MIST:169
Endlich naht der Frühling. Die Liebe liegt in der Luft. 	1	MIST	DE	MIST:170
Sie war immer sehr stolz auf ihn. Er war ihr Liebling.	0	MIST	DE	MIST:171
Sie sieht traurig aus. Sie hatten schon wieder Krach.	1	MIST	DE	MIST:172
Ihr Leben ist öde. Auf ein Abenteuer brennt sie.	1	MIST	DE	MIST:173
Sie ist der Star. Ihre Persönlichkeit ist auffallend.	0	MIST	DE	MIST:174
Etwas stimmt hier nicht. Die ganze Sache ist anrüchig.	1	MIST	DE	MIST:176
Er hat jetzt seinen Traumjob. Die Zukunft wird schön.	0	MIST	DE	MIST:177
Sie sind frisch verliebt. Er sieht alles durch eine rosarote Brille.	1	MIST	DE	MIST:178
Er stimmt ihr bei jeder Möglichkeit zu. Das wirkt schleimig.	1	MIST	DE	MIST:179
Neuerdings geht viel schief. Doch er sieht den Silberstreifen am Horizont. 	1	MIST	DE	MIST:180
Die Bedeutung war ihm fremd. Er hatte keinen Schimmer.	1	MIST	DE	MIST:183
Sie hat Geburtstag. Er möchte ihren Tag verschönern.	0	MIST	DE	MIST:184
Das Publikum war enttäuscht. Der Vortrag war langweilig.	0	MIST	DE	MIST:185
Die Mannschaft will den Pokal gewinnen. Sie will ihn unbedingt.	0	MIST	DE	MIST:186
Er ist ihr sympathisch. Sie kann ihn gut riechen.	1	MIST	DE	MIST:187
Die Schülerin will mehr Freizeit. Sie findet Hausaufgaben sind doof.	0	MIST	DE	MIST:190
Er legt es oft drauf an. In Clubs fängt er an zu provozieren.	0	MIST	DE	MIST:191
Sie hat an sich gearbeitet. Nun ist sie mit sich selbst zufrieden.	0	MIST	DE	MIST:192
Er hat kaum Interessen. Sein Wesen ist langweilig.	0	MIST	DE	MIST:193
Sie hat ihn verlassen. Jetzt sieht er alles durch einen Grauschleier.	1	MIST	DE	MIST:194
Er sitzt im Gefängnis. Das Verbrechen war grausig.	0	MIST	DE	MIST:195
Die Familie ist zerstritten. Die Zeiten sind trüb.	1	MIST	DE	MIST:197
Sie erkennt die Stimmung anderer. Sie ist feinfühlig. 	1	MIST	DE	MIST:198
Er hat viele Lügen erzählt. Jetzt zeigt er sich kleinlaut.	1	MIST	DE	MIST:199
Seine Taten sind heldenhaft. Er ist ein kühner Typ.	0	MIST	DE	MIST:200
Seit der Trennung bleibt er im Bett. Er fühlt sich jämmerlich.	0	MIST	DE	MIST:202
Sie hatten wieder einen Streit. Jetzt ist er sauer.	1	MIST	DE	MIST:203
Die Sitzung dauerte ewig. Das Ganze war langweilig.	0	MIST	DE	MIST:204
Die Mannschaft will den Pokal gewinnen. Sie ist heiß darauf.	1	MIST	DE	MIST:206
Man kann ihn von nichts abhalten. Er ist eigensinnig.	0	MIST	DE	MIST:208
Teamarbeit ist gefragt. Dafür müssen sie sich leiden können.	0	MIST	DE	MIST:209
Sie will ihn nicht. Er muss aufhören ihr zu schmeicheln.	0	MIST	DE	MIST:210
Nach dem Gespräch war er sehr wütend. Nun muss er abkühlen.	1	MIST	DE	MIST:211
Sie gründet eine Gang. Ihre Spielchen waren unehrlich.	0	MIST	DE	MIST:213
Sie sind schon lange Rivalen. Ihr Umgang ist unfreundlich.	0	MIST	DE	MIST:214
Gefühle zeigt sie nicht. Für andere wirkt sie unfreundlich.	0	MIST	DE	MIST:215
Sie langweilt sich nie. Ihr Leben hat genug Abwechslung.	0	MIST	DE	MIST:216
Es war ein dummer Vorwurf. Ihre Antwort war spitz.	1	MIST	DE	MIST:217
Ihr Wesen ist sehr aufbrausend. Sie hat Temperament.	0	MIST	DE	MIST:219
Er findet stets die richtigen Worte. Er ist taktvoll.	1	MIST	DE	MIST:220
Er ist Kommissar. Er ist bekannt für seine Spürnase.	1	MIST	DE	MIST:221
Sie lud sie alle auf ein Eis ein. Das war schön.	0	MIST	DE	MIST:222
Er ist ein Macho. Seine Sprüche sind abgeschmackt.	1	MIST	DE	MIST:224
Sie sind geschieden. Ihre Begegnungen sind eisig.	1	MIST	DE	MIST:225
Die Polizei stand an der Ecke. Etwas war verdächtig.	0	MIST	DE	MIST:227
Nach außen wirkt sie streng. Doch ihr Inneres ist weich.	1	MIST	DE	MIST:228
Viele haben Angst vor ihm. Sein Umgang ist grob.	1	MIST	DE	MIST:229
Sie kann nicht mehr klar denken. Vor Wut ist sie unüberlegt.	0	MIST	DE	MIST:230
Sie folgt selten einer Anweisung. Sie ist widerspenstig.	0	MIST	DE	MIST:231
Selten hat er mal richtig Spaß. Er ist echt humorlos.	0	MIST	DE	MIST:232
Er setzt sein ganzes Geld auf rot. Er ist durchgeknallt.	1	MIST	DE	MIST:233
Sie haben das Spiel knapp verloren. Das ist ärgerlich.	0	MIST	DE	MIST:234
Sie war öfters ängstlich. Sie spürte die Gefahr.	0	MIST	DE	MIST:235
Er ist ein verurteilter Mörder. Er ist kaltblütig.	1	MIST	DE	MIST:236
Die Theorie war gut durchdacht. So fand sie schnell Zustimmung.	0	MIST	DE	MIST:238
Sie kennen sich schon lange Zeit. Ihr Umgang ist warm.	1	MIST	DE	MIST:241
Für heute bleibt sie im Bett liegen. Sie ist träge.	0	MIST	DE	MIST:242
Sie hat zu wenig gelernt. Im Test hat sie keine Ahnung.	0	MIST	DE	MIST:243
Zu fast allem hat er eine Lösung. Er ist clever.	0	MIST	DE	MIST:244
Er findet stets die richtigen Worte. Er ist einfühlsam.	0	MIST	DE	MIST:245
Sie verlor wegen eines Formfehlers. Das wird sie ärgern. 	0	MIST	DE	MIST:247
Ihr Sohn hatte keine Manieren. Er war sehr frech.	0	MIST	DE	MIST:248
Sie tanzte bis tief in die Nacht. Sie war im Rausch.	1	MIST	DE	MIST:249
Sie hielt einen Vortrag. Der Inhalt war fantasievoll.	0	MIST	DE	MIST:250
Sie wurde heute zu früh geweckt. Jetzt ist sie brummig.	1	MIST	DE	MIST:251
Sie erlebte wieder einen Rückschlag. Er war herb.	1	MIST	DE	MIST:252
Der Vortrag ist chaotisch. Zum Verstehen fehlt die Struktur.	0	MIST	DE	MIST:254
Ihr Leben ist öde. Auf ein Abenteuer hofft sie.	0	MIST	DE	MIST:255
Er liebt Motoren. Sein neues Auto ist echt scharf. 	1	MIST	DE	MIST:256
Er freut sich auf das Date. Da kommt seine neue Flamme.	1	MIST	DE	MIST:258
Er schaut keinen beim Reden an. Dadurch wirkt er schroff.	1	MIST	DE	MIST:260
Er machte einen gemeinen Witz. Das war unangemessen.	0	MIST	DE	MIST:261
Sie wurde heute zu früh geweckt. Jetzt ist sie mürrisch.	0	MIST	DE	MIST:262
Sie arbeitet nur. Ihr Leben ist eher langweilig.	0	MIST	DE	MIST:263
Sie fuhr sein Auto zu Schrott. Er sah es und war wütend.	0	MIST	DE	MIST:264
Sie hielt einen Vortrag. Der Inhalt war blumig.	1	MIST	DE	MIST:265
