statement	isMetaphor
Para Vázquez Quintana la apertura de la red de telefonía local de Telefónica a otros operadores no es la solución total ya que podría hacer que la empresa dominante dejara de invertir en la red por no considerarla considerar la como una inversión atractiva, y el Gobierno debe incentivar estas inversiones.	1
Ellos me ayudaron a elegir el mejor destino y la mejor manera de llegar.	0
La anunciada dimisión de Weizman, de 76 años, se formalizó después de que la Fiscalía General del Estado criticara con dureza el hecho de que el presidente recibiera cientos de miles de dólares de regalo de amigos, mientras ocupaba cargos públicos, que no declaró.	1
Esta última acepción es también conocida como entidad de coordinación.	0
Si de él careciéramos, ¿para qué unas tareas que requieren esfuerzo, dedicación, capacidad y que - además - no mejoran ninguna economía?	0
Excitado por la promesa se enderezó en el momento en que el coche culminaba un cambio de rasante y aparecían majestuosas, abajo y a lo lejos, las bahías espumeantes por el rodillo del tozudo oleaje.	1
Entonces movía la cabeza lentamente y disfrutaba de la tenue caricia que dibujaba aquella pluma casi invisible cuando se decidía a resbalar sobre su piel.	1
Ruocco opinó que ' un corte económico del tamaño que está irritando a Argentina debe ser muy necesario para ellos ', pero consideró que a Uruguay lo va a afectar porque ese país entrará en un período recesivo.	1
- Usted me toma por Herodes; guárdese guarde se su sucio dinero - contestó orgullosamente.	1
La inteligencia de los robots que responden lógicamente nos causa al mismo tiempo risa y miedo, cosa que no le había sucedido antes a nadie.	0
En Sevilla, donde se ubica uno de los principales centros de producción de Santa Bárbara, los sindicatos rechazaron la venta de la empresa y criticaron que la SEPI no les haya informado del contenido del protocolo de venta.	0
Durante años, una de las principales demandas vecinales fue la creación de una zona verde en un solar de 22.000m ² en el corazón del de el barrio.	1
El embajador estadounidense en España, Edward Romero, aseguró que la inversión en investigación básica contribuye a la prosperidad económica y destacó la colaboración entre España y Estados Unidos en este campo, materializada en diversos acuerdos.	1
Flanqueado al a el norte, sur y este por barreras naturales, el emplazamiento permitía a los conquistadores defender mejor el poblado de cualquier ataque indígena.	1
Porque los fanáticos de Sendero Luminoso no pueden admitir que haya seres libres.	0
Portavoz: Y en relación con la siguiente pregunta, creo que he intentado expresarlo expresar lo en algunas de las preguntas de sus compañeros: este Gobierno ha tenido que pactar con el conjunto de fuerzas políticas porque pareciera, se ha dado la falsa sensación, de que la responsabilidad en preservar la salud de los ciudadanos, en poner en marcha políticas públicas de protección de la salud, era exclusivamente una responsabilidad del Gobierno, cosa que es absolutamente falsa.	1
A lo máximo que podemos aspirar los demás a seguir sin desfallecer vuestra lección de dignidad hasta que ETA desaparezca.	1
Vivía durante el pontificado del de el papa Higinio (138 -- 140), tiempo en el cual hizo un viaje a Roma.	0
La primera es en relación a los congresos científicos.	0
Concretamente en el pueblo de Chibana, 84 personas incluidos 45 niños) fueron obligadas a suicidarse suicidar se.	0
Cada combate está dividido en 3 periodos independientes de 2 minutos cada uno, con un descanso entre ellos de 30 segundos.	0
' La realidad política es la que es y al final ésta es tozuda y se impone ', ha subrayado, después de reiterar en varias ocasiones que el escenario político español ha cambiado con la mayoría absoluta del PP y que ello afecta también a Cataluña.	1
Cecilia Calderón y Mireya Adum, que integran el grupo de mayoría de tendencia de centroizquierda que el uno de agosto eligió a la independiente Susana González como presidenta del Congreso, serán recibidas mañana, viernes, por el TC para exponer sus argumentos en contra del recurso de amparo.	0
Tales reglas, interpretadas y expandidas a lo largo de los siglos, determinan con precisión qué alimentos se consideran puros, es decir, cuáles cumplen con los preceptos de la religión y cuáles no son casher (estos últimos se llaman, en hebreo, trefá, טְרֵפָה).	0
Las hermas de todos los tipos eran muy solicitadas por los romanos ricos para decorar sus casas y villas.	0
Igualmente, le puedo decir que en el reparto del dinero dirigido, reservado, 1.000 millones para las cuestiones sociales, el peso ahí básicamente es el peso poblacional.	1
Ginés volvió la cabeza hacia la recepción del hotel donde la mulata se besaba a sí misma en un eficaz intento de repartirse repartir se el rouge de los labios, en aquella penumbra de naturaleza oscurecida que no conseguía paliar ni una entristecida luz eléctrica mañanera.	1
Esto fue así todos los días hasta la muerte de Gaucho en 1999.	0
Durante la segunda ronda, que comenzó el 12 de septiembre, Toyo Kogyo anotó todos los puntos de gestión para superar a sus rivales, fue la decisiva victoria de 3-2 en el partido disputado en el Estadio Nacional de Tokio de 10 de octubre.	1
La secretaria de Trabajo de Izquierda Unida, Susana López, señaló que es preciso reorientar las políticas de empleo para frenar la precariedad laboral, penalizar el ' abuso ' de la contratación temporal y aprovechar el potencial de la economía española para crear más empleo.	1
Muy buen taller, de los de toda la vida, me atendieron muy bien y me solucionaron la averia en poco tiempo ya muy buen precio.	0
El FC Barcelona de Pep va dando pasos agigantados a su último fichaje, al a el del de el central o lateral que es lo que ha pedido el técnico como último esfuerzo y se gastará un máximo de 10 millones de euros que es lo que podría haber en caja.	1
En la Academia también estudiaban Maruja Mallo, con quien mantuvo gran amistad, y Alfonso Ponce de León, con quien se casó en 1933.	0
Las mismas fuentes señalaron, no obstante, que los dos líderes habían hablado sobre la cuestión muy en serio, y que Clinton es consciente de su responsabilidad hacia los aliados.	0
Gonzalo Sánchez de Lozada, por su lado, dijo que la conversación ' franca, abierta y constructiva ' permitió transmitir ' ciertos temas que son de vital importancia ' y en los cuales su partido quiere contribuir a su solución sin ser parte del Ejecutivo.	1
- - Si sale el sol, seguro que saldrá por Maracas Bay.	0
La vida se polariza hacia el placer y su mejor símbolo es Venus, estrella del crepúsculo del alba: pero el nombre de esa estrella en latín es Lucifer.	1
La salud de las 31 personas retenidas en el Parlamento desde el 19 de mayo por un grupo de hombres armados que intentan consolidar una intentona golpista ha comenzado a resentirse resentir se por la tensión en la que viven, según un equipo de médicos que los pudo visitar hoy jueves.	0
Dos millares de prostitutas, los mejores ciclistas de Alemania, miles de abogados y médicos de todo el país y varios líderes mundiales, incluido Bill Clinton, coincidirán estos días en Berlín, que deberá poner a prueba su capacidad de organización ante semejante avalancha de acontecimientos.	1
El trato ha sido igualmente formidable, las dueñas son muy amables e intentan facilitarte facilitar te información sobre la zona y lo necesario para una estancia placentera.	0
El 1 de diciembre de 1167 se formó la Liga Lombarda y Federico se retiro al a el otro lado de los Alpes.	0
Antonio no había venido y ella sola ensuciaba siempre poco, así es que acabó en un santiamén.	0
Por esa razón la AAH no organizó ningún campeonato durante toda la década de 1910.	0
Entre ellas nombró las relaciones con terceros países, la moneda, el agua, el petróleo, las fronteras y la región petrolera de Abyei, fronteriza entre ambas regiones y que debía haber celebrado otro referéndum para elegir incorporarse incorporar se al a el sur o seguir unida al a el norte.	0
AZTI está integrado en la Corporación Tecnalia, junto a otros centros tecnológicos del de el País Vasco especializados en otros ámbitos de la ciencia y la tecnología.	0
Hizo su debut en Primera División a la edad de 17 años, el 9 de abril de 2006, en la victoria de su equipo River Plate frente a Instituto por 3 a 1, entrando como remplazo de Gonzalo Higuaín.	0
Las chinelas de su madre, sus tobillos siempre al aire sobre los tacones que, según afirmaba con convicción, eran indispensables para parecer arreglada, atractiva incluso, hasta en los peores momentos de la jornada doméstica, le precedían por la estrecha escalera de la azotea, iluminando para él los aterradores tramos que jamás habría sido capaz de coronar solo.	1
Aseguró que a ella, al igual que el candidato demócrata, Albert Gore, le enseñaron a ' creer que el mundo puede hacerse hacer se nuevo cada vez ' y pidió a los estadounidenses que permitan al actual vicepresidente de EEUU crear el país ' de nuestros ideales '.	1
Alejandro Alonso indicó que López de Coca pretende ' echar un poco leña y volver a recordar otra vez los incendios y el lino que se quedaba en la carretera tirado ', mientras que ' mucha gente nos habíamos propuesto que el desgraciado asunto del lino pasara a la historia '.	0
Diversas actividades, que van desde un congreso mundial de prostitutas hasta una prueba ciclista, dificultarán la labor de la policía de Berlín durante este fin de semana en que se reúnen en la capital 14 líderes para una cumbre de reformistas.	0
Nacido en la localidad mexicana de Torreón, se trasladó a los tres años de edad a España con sus padres y creció en un pueblo jornalero de Extremadura, Llerena, en la provincia de Badajoz.	0
El camino que hemos escogido incluye, además, el diálogo y la concertación política en Afganistán y en la región, con la implicación positiva de los países que la forman --Pakistán, en particular-- y siempre con el respaldo de la Comunidad Internacional.	1
Una, de que esto es un debate jurídico.	0
Pedí entonces a mi hijo que se deshiciera de una de las dos figuritas.	0
Inesperadamente, los límites de su vida se habían reducido a la mínima expresión.	0
Entonces recordó que la noche anterior se había acostado sin lavarse lavar se los dientes y se maldijo por su pereza.	0
Y, para el País Vasco y para España entera, es un rostro visible de nuestro afán de libertad y de justicia, el recuerdo imperecedero de los valores que nos unen y de las causas que defendemos.	1
Alonso añadió que ' preferiríamos que el caso del lino pasara a la historia, a los anales de hechos desgraciados, pero lo que este señor o sus asesores hayan decidido hacer es su responsabilidad y no tenemos nada que decir '.	0
Soy María García Clemente, del diario La Verdad.	0
La televisión hablaba sola en su rincón con verborrea mecánica: a Antonia le gustaba mantener el aparato encendido, lo estuviera viendo o no.	0
Según el informe, el 19 de mayo las reservas de oro y divisas del Banco Central eran de 18.300 millones de dólares.	0
El Alavés, equipo revelación de la Liga, y el Celta, para muchos el que ha ofrecido el mejor fútbol del campeonato, llevan demasiado tiempo sin ganar.	0
El equipo de Javier Irureta, no obstante, lo tiene todo a su favor para proclamarse proclamar se campeón por primera vez en su historia, pero en las cinco jornadas que faltan por disputarse disputar se deberá mejorar mucho la imagen que ofreció ante el Rayo para evitar sobresaltos.	0
María Antonia Lucena nació el 24 de diciembre de 1948 en Málaga, está casada, tiene dos hijos, es licenciada en Ciencias Políticas por la Universidad Complutense de Madrid y pertenece al Cuerpo Técnico Superior de la Administración de la Seguridad Social.	0
Es la potencia que transforma en conceptos claros y perfectos las impresiones procedentes de los sentidos.	1
El coche aparcó junto a los cobertizos de los vestuarios y duchas.	0
De esta forma, el Medef confirma que para los patronos es la firma del Care lo que da derecho al cobro de subsidios y no el simple hecho de haber cotizado al UNEDIC (organismo que administra en Francia el seguro de desempleo).	0
El equipo rojiblanco cada vez tiene más difícil su permanencia en Primera División, un objetivo que parece imposible de alcanzar para el colista Sevilla y que también se complica para el Betis, ahora tercero por la cola.	0
Algunos, sin embargo, han propuesto que los cuerpos fungiformes de insectos tienen una función similar a la del de el hipocampo.	0
Lógicamente, el plato ya estaba frío y no lo comimos.	0
Esta fue la forma en que justificaron el golpe, al a el cual le llamaron eufemísticamente ' sucesión constitucional '.	0
Esta pasión de los caleños por este ritmo musical se hace ver ante el mundo cada diciembre, en la Feria de Cali.	0
Y eso está bien, qué caray.	0
Este pequeño Gran campeón dijo en declaraciones ofrecidas al a el Diario La Prensa y Orituco.com, que su aspiración es llegar campeón este año, que está trabajando para eso.	0
El portavoz del PP, Rafael Hernando, dijo hoy a EFE que los agentes sociales deben acudir con mentalidad ' abierta ' y sin planteamientos ' preconcebidos ' a la cita de esta tarde con el presidente del Gobierno, José María Aznar.	1
Claro que el no compartir sus opiniones y sus arrebatos no quiere decir que no los comprenda.	0
Entre los cultivos de secano, destaca su producción de trigo, cebada, avena y, en menor medida, centeno.	0
La semana que viene el proceso va a seguir exactamente igual.	0
- - Pero desde que subieron allí arriba.	0
La operación está sujeta a ciertas ' condiciones suspensivas ', como la obtención de autorizaciones administrativas de acuerdo con el contrato de concesión y con la ley de defensa de la competencia, y a otros requisitos como la confirmación de los vendedores que deberá ser emitida antes del 10 de octubre próximo.	0
Mi querido Joaquín Ruiz-Giménez: Estas semanas atrás, en que hemos asistido a la presentación de la revista Claves, me han traído irremediablemente a la memoria las jornadas fundacionales de Cuadernos para el Diálogo, un empeño, si bien se mira, muy similar en muchas cosas al que ahora ve la luz.	0
MADRID, 3 (EUROPA PRESS) Las tenistas españolas Anabel Medina, Carla Suárez, María José Martínez, Nuria Llagostera, Arantxa Parra y Lourdes Domínguez han decidido retirar su plante para disputar la próxima eliminatoria de la Copa Federación tras llegar a un acuerdo con la Real Federación Española de Tenis (RFET) después de más de cuatro horas de reunión en el Consejo Superior de Deportes (CSD) con la mediación del de el secretario de Estado para el Deporte, Jaime Lissavetzky.	0
El equipo donostiarra que dirige Javier Clemente, socio del Athletic, supera en la clasificación al conjunto bilbaíno después de estar por detrás durante 26 jornadas.	0
Además, se creará un órgano independiente de supervisión de seguridad en las minas de carbón, al que las explotaciones deberán presentar cada dos semanas informes detallados sobre el nivel de seguridad del yacimiento.	0
Ese compromiso que consiste en llevar a vuestro día a día los principios y valores que todos defendemos, que consiste en vivir con orgullo y con firmeza nuestra apuesta por la Constitución y los derechos fundamentales, y que consiste en creer que el terrorismo sólo está para ser derrotado, que la paz no se negocia y que la libertad no se regatea.	1
En malayo, mondok significa bajo, gordo, rechoncho, rebolludo, lo que no debe complacer demasiado a los delegados de la Ford en Malaisia.	0
En Timor occidental será la organización Care UK la encargada de combatir la malnutrición y poner en marcha un programa de higiene y saneamiento para las víctimas de las inundaciones en la frontera de Timor oriental.	1
Veo su foto en los periódicos: una mujer joven, atractiva, probablemente zamba, esto es, mestiza de negra e india; oscura de color, en fin, como son oscuros todos los habitantes de las villas limeñas, arrabales de miseria en donde se hacinan cientos de miles de personas.	0
A igual título, y conectado, deberíamos indagar el problema de la violencia en los civilizados.	0
Es bueno destacar que esta Red no estaba bien implementada, ya que si bien contaba con una gran cobertura a nivel nacional, al a el ser IS - 95 no permitía el envío de SMS, como tampoco el tráfico de datos, por lo tanto, era una Red Análoga, que sólo soportaba servicios de Voz.	0
Lo que no puede hacer el Gobierno ni nadie, ni en España, ni en ninguna democracia civilizada, es intentar saltarse saltar se la Ley y violar lo que es la mayoría de los españoles.	1
No había ninguna razón para creerlo creer lo: no se conocían, no se habían visto nunca, y Fermina Daza no tenía nada que ver con las decisiones del concurso, si bien estaba al corriente de sus secretos.	0
Se considera uno de los libros cristianos más influyentes después de la Biblia y con mayor número de lectores, por lo que se trata de un clásico de la literatura mística.	0
El guardameta del Atlético de Madrid Antonio Jiménez ' Toni ' cumplió ayer, miércoles, uno de sus sueños previstos para la presente temporada al vencer, por primera vez en su carrera deportiva, al Barcelona, al que jamás había podido derrotar a pesar de sus numerosos partidos con el Espanyol.	1
El grupo Campofrío, que registró durante 1999 unas ventas de 136.400 millones de pesetas, controlará con Navidul y OMSA Alimentación una cuota del mercado nacional de cárnicos de entre el 21 y el 22 por ciento.	0
Y mientras tanto, - qué ocurría en nuestro país?	0
En una época en la que la televisión era en blanco y negro, el show se filmó en color.	0
Es importante destacar que la naturaleza de la misión ISAF, tal y como la define el Consejo de Seguridad de la ONU, no ha variado en los casi nueve años que lleva vigente.	1
El jefe de Estado, Alberto Fujimori, acudió a las urnas en solitario, sin la participación de su rival, el economista Alejandro Toledo, en una segunda vuelta que no fue vigilada por observadores nacionales y extranjeros.	0
Y por tanto volvemos a animar, volvemos a tender la mano para que recuperen esa senda del sentido común, esa senda de la cordura que nos permita sentarnos sentar nos a dialogar, a propósito de los problemas de los ciudadanos.	1
Tienen una tendencia cosmopolita y universalista.	0
Para ello, contrató a Edward Wilson como su científico principal, y luego Wilson se encargó de elegir a un equipo experimentado de colegas.	0
Pero ella era de natural metódico y sólo se dormía, con asombrosa precisión, de doce de la noche a siete en punto de la mañana.	0
Aun así, si sientes curiosidad, te dejamos tras el salto un par de enlaces a los hilos de trabajo que se ha formado sobre el tema en XDA - Developers, así como con un vídeo donde poder hacerte una idea de cómo luce el HD2 con este toque a Android 2.3.	1
Completan la nómina Jacinto Espinoza (portero); Geovanny Espinoza y Marlon Ayoví (defensas); Cléber Chalá y Diego Herrera (volantes) y Ariel Grazziani (delantero).	0
No obstante, hemos tenido que asumir, a veces con mucho dolor, el sacrificio de nuestra presencia allí y lo hemos asumido en nombre de nuestro interés nacional y de nuestros compromisos con la seguridad de todos.	0
La inversión en investigación básica es el camino para el crecimiento y la prosperidad económica, afirmaron hoy empresarios, el embajador de EEUU y el director de investigación de la Comunidad de Madrid, quienes abogaron por elevar la ' cultura científica ' de los ciudadanos y la ' cultura de la innovación ' de los empresarios.	1
El mapa conocido más antiguo es una cuestión polémica, porque la definición de mapa no es unívoca y porque para la creación de mapas se utilizaron diversos materiales.	0
La organización añadió que Washington no fabrica este tipo de minas desde hace dos años y ha prohibido su exportación, pero se reserva el derecho a retomar la producción en cualquier momento.	0
Croissier participó en la XI Convención de la Bolsa Mexicana de Valores (BMV), que se lleva a cabo en la Ciudad de México, donde señaló que, al privatizar progresivamente las empresas estatales en el mercado de acciones, ' es una ventaja cuando existen desacuerdos o temores de que puedan caer las compañías en manos de extranjeros '.	1
Y traslado mi más sentido pésame, por parte del Gobierno y del conjunto de la ciudadanía española, a quienes han visto perder la vida de aquellos a los que más quieren.	1
Actualmente, los alemanes toman un promedio de 6,7 kilos de café por persona al año.	0
Tobias Sammet, Nacido el 21 de noviembre de 1977 en Fulda, Alemania es el vocalista, teclista y compositor de la banda de Power metal Edguy, también conocido por su proyecto de opera metal que realizó con Avantasia el cual incluye grandes músicos tales como Andre Matos, Kai Hansen, Michael Kiske, Timo Tolkki, Roy Khan y Jorn Lande.	1
Jorge Martín Salinas (n. Pirayú, Paraguay, 06 de mayo de 1992) y es un futbolista paraguayo.	0
El siguiente diagrama muestra a las localidades en un radio de de Brogden.	0
Y por tanto tenemos que estar todos a una, y así estamos, para intentar llevar a cabo políticas de protección de las personas, de impulso de nuestro tejido productivo, de digitalización, cambio climático, como ocurrió en toda esta semana.	1
VINZENZ NOVIAS lleva desde el año 92 vendiendo trajes de novias en la pronvincia de Barcelona.	0
Para ello se recurrió a medidas populistas y paternalistas, como la vivienda de protección oficial y el retiro obrero, o la protección de familias numerosas y del de el trabajo de mujeres en temas de maternidad.	0
Algo parecido nos sucede a los hombres aunque nuestra luz es otra.	1
El Gobierno, por medio del ministro de Sanidad, lo que hará es rendir cuentas en las Cortes Generales cada 15 días.	0
Nosotros hablamos un lenguaje claro, sin dobleces, y perseguimos la derrota no sólo de la práctica terrorista, sino de la pretensión totalitaria que la intenta justificar.	1
Pero lo que todos los grupos de esta Cámara –a excepción del suyo– le pidieron al Gobierno es que, además de evitar en el futuro este tipo de prácticas, recuperara el dinero público utilizado de forma irregular en contra de la ley y de las normas de conducta que el propio Gobierno se había dado.	0
En las novelas de aventuras el que engaña es el sentido de la vista, que hace que el explorador desorientado descubra un oasis donde sólo hay una duna y los restos de un camello muerto.	0
Portavoz.- Muchas gracias, Albert, y si me permiten a raíz de tu pregunta quizá me voy a extender un poco en esta primera contestación porque seguro que responderá también algunas inquietudes que tienen el resto de compañeros, que posteriormente van a preguntar también.	1
En la tradición europea culta, requiere el estudio de muchas disciplinas, tales como la armonía, el contrapunto, la orquestación, y el conocimiento de formas musicales.	0
El Komercni Banka (Banco Comercial), uno de los cuatro bancos más grandes de la República Checa, anunció hoy que despedirá a 2.300 empleados más antes de finales del año dentro del proceso de saneamiento de la entidad estatal.	1
El cabeza de lista de IU al Congreso por la circunscripción de Murcia en las próximas elecciones generales, Pedro Antonio Ríos, aseguró hoy que la campaña que hará esta fuerza política será ' limpia ' y retó a los candidatos del PP y PSOE a hacer debates monográficos sobre cuestiones que interesan a la Región, como el agua.	1
¿no hay ningún médico ahí?	0
Quedan, como ven ustedes en el mapa que está en sus pantallas, quedan en fase 1 todas las provincias de la Comunidad Autónoma de Castilla y León, toda la Comunidad Autónoma de Madrid, toda la Comunidad Autónoma de Valencia; en Cataluña, las zonas sanitarias de Girona, Lleida, Catalunya central, Barcelona Ciutat, Metropolitana Nord y Metropolitana Sud; las provincias de Toledo, Ciudad Real y Albacete, y las provincias de Málaga y Granada en la comunidad autónoma de Andalucía.	0
La sanción fue impuesta por el Departamento Administrativo del Medio Ambiente de esta capital del norte colombiano y tras un proceso de siete años que obligaba a la empresa a cumplir con medidas sobre descontaminación.	0
Tanto el jefe de Estado, Gustavo Noboa, como los dos bloques de legisladores enfrentados han asegurado que aceptarán la resolución del TC.	1
- Qué necesidad había de ponerlo poner lo, al dorso de cada sobre, si el papel era tan recycled ecological antes como ahora?	0
Es que no se puede entender que el Partido Popular diga que él, que no confía en este Gobierno, permanentemente está criticando la acción de este Gobierno, está intentando desgastar este Gobierno, ahora prefiera que la restricción de un derecho fundamental como es la movilidad se haga en solitario por el Gobierno, en vez de refrendarla refrendar la el Congreso de los Diputados.	1
Cuando Maeterlinc escribió su romántico - Pájaro Azul - no sabía que ese pájaro vive y está en América y se llama Blue-Jay y por cierto es un verdadero hijo de ramera que les pega a todos los demás y sólo acude a nuestras manos si le ofrecemos algo.	0
También merece la pena destacar su servicio de catering y comidas preparadas, por un módico precio te preparan una comida en que los todos los comensales se van a chupar los dedos, y su mayor virtud es el gusto que ponen en todo lo que hacen.	0
Ello está permitiendo mejorar sustancialmente la tasa de alfabetización de la provincia, sobre todo entre las niñas.	0
Roy Trubshaw y Richard Bartle crearon el primer MUD en un PDP - 10.	0
' Hay cosas urgentes, problemas de tanta necesidad que se requiere de la oportunidad para analizarlos analizar los en forma conjunta ', dijo el ex presidente (1993-1997), que acudió a la reunión acompañado de tres altos integrantes del Comité Ejecutivo de su partido.	1
El modelo Sierra toma su nombre de esa palabra española, aprovechando que no es en absoluto extraña al mundo anglosajón: ya aparece en inglés americano en 1759.	0
Esta misma semana, la prensa achacó a la negligencia de las autoridades la muerte de 162 mineros por una explosión de gas en la mina de carbón de Muchonggou, el pasado 27 de septiembre.	0
Muere el 21 de julio de 1984.	0
Y en tercer lugar, estamos trabajando también para que el peso de la población, en los dos tramos que tenía el gasto sanitario, tenga un mayor protagonismo.	1
Se podrá también autorizar mercados al aire libre o de venta no sedentaria en la vía pública, dando siempre preferencia a los productos alimentarios de primera necesidad, y también se permite la apertura al público de establecimientos de hostelería y restauración para consumo en el local.	0
Enfrentarse Enfrentar se a Argentina ' es lo mejor que le puede pasar a Ecuador ', según Gómez, quien en constantes declaraciones ha destacado que el rival tiene jugadores ' sobresalientes ' pero que su equipo también tiene elementos importantes, ' aunque en otra dimensión '.	0
La compañía hizo uso del recurso de apelación, tras lo cual la multa fue confirmada y reducida a 1.365 millones de pesos, explicó el funcionario.	0
- - Es que una casa necesita tanto de la mano de un hombre, si usted supiera.	0
Algunos de sus diseños se convirtieron en piezas de los museos más importantes internacionalmente, en Europa, Estado Unidos, y Japón.	0
Normalmente se toma cruda, como ingrediente de ensaladas y otros platos, pero ciertas variedades, sobre todo las de origen chino, poseen una textura más robusta y por ello se emplean cocidas.	1
- Vamos allá, ministra portavoz, con un grupo de medios y periodistas que componen las siguientes cabeceras: TV 3, Redacción Médica, Infolibre, La Verdad de Murcia, la Televisión del Principado de Asturias, El Siglo, Onda Madrid, The Guardian, El Independiente y el Grupo Nervión.	0
Pero con moderación protege los intestinos y por eso dejar de fumar puede ser también perjudicial.	0
En ambas ocasiones, su compañero Raúl Arribas fue quien saboreó los triunfos del Espanyol sobre el Barca por 5-1 en la final de la Copa Catalunya, disputada el 13 de marzo de 1996, y por 2-0 en el derbi liguero jugado el 9 de febrero de 1997, día en que Toni fue baja por una lesión en el dedo.	1
De vez en cuando, Ginés se alzaba para otear el cielo por si continuaba allí la esquina despejada del noreste.	0
P.- Onda Madrid: ¿Qué tal?	0
Esto solo sería el principio ya que en la actualidad posee una de las ascensiones más duras del de el mundo Realization (Biographie extension) en Ceüse, Francia.	0
La ciencia se está afanando para encontrar ese remedio, esa investigación puntera que nos permita tener ya un remedio eficaz.	0
Luego sacó el cajón entero y se lo colocó con dulzura en el regazo.	1
El cuarto de estar no era más que un hueco oscuro, tibio y familiar como el regazo de una madre.	1
En este sentido se refirió a la reciente creación del Ministerio de Ciencia y Tecnología y a las primeras declaraciones de su titular, Anna Birulés, sobre el impulso de la investigación, desarrollo e innovación.	1
A la muerte de Pablo Torres Burgos se pone a disposición de Emiliano Zapata como jefe de las fuerzas.	0
La nación española comienza en Cervere (can Cerbero de las tres cabezas) y acaba diagonalmente en la laguna de Acherón (Huelva) con el Caronte de la Estigia.	0
Soy un hombre al que le gusta conectar con la gente y no había tenido la oportunidad de hacerlo hacer lo hasta ahora.	1
Los congresos científicos están regulados en tanto al aforo permitido en las distintas fases del plan de desescalada, en las órdenes que han sido publicadas, y me remito también a la orden que saldrá publicada mañana en el Boletín Oficial del Estado.	1
Y estoy convencido de que, a pesar de las dificultades, y son muchas, estos esfuerzos y sacrificios contribuyen a hacer el mundo algo más seguro y a proteger a los españoles de amenazas que ya nos han golpeado muy dolorosamente en el pasado.	1
El Gobierno de España no transigirá nunca con las ambigüedades y los cálculos de quienes pretenden sacar rédito de los mismos.	0
Y si ahora realmente lo es - qué pasa con la otra?	0
